Ticket Number,Ticket_Date,Branch,ASM_Name,DC,Distributor_Code,Distributor_Name,Module_Name,Current_Status,CD_Type,Transporter,Ticket_Year,Ticket_Month,Unnamed: 13,Invoice_No_Extracted,Product_Code_Extracted,Batch_Code_Extracted,SKU_Name_Extracted,MRP_Extracted,Description,Closed_By,Closed_Date,Source_Status,Ticket_Year_Month,Ticket_Quarter,Ticket_Count,Open_Closed_Group,Issue_Category,Responsible_Area,Issue_Tags,Remarks_Updated,LR_No,Vehicle_No_Extracted,Quantity_Extracted,Order_ID_Extracted,Driver_Name_Extracted,Phone_No_Extracted,HSN_Code_Extracted,Reason_Extracted,DC_Issue_Status,DC_Code,ASM,Ticket_Number,Distributor_Code_Text,Distributor,Module,Invoice_Number,Batch_Code,SKU_Name,ASM_Zone,Product_Code_Count,Product_Code_Validation,Brand,CAT,BU,Brand_Mapping_Status,OTR_Month,OTR_Day,OTR_Week,Missing_Invoice_Flag,Missing_Product_Code_Flag,Missing_Batch_Flag,Missing_Brand_Mapping_Flag,Duplicate_Flag,Date_Validation_Status,Date_Difference_Days,Source_File,Source_Sheet
7402251-20260102-104504,2026-01-02,South Branch,L5 IN Bangalore City 2,B929,7402251,Intelligent Retail Private Limited,BI-Stock Shortages,Closed,GT Distributors,KKP Express,2026,Jan,,938396064,,,,20,"We have received ""12609760"" - 'MUNCH Cereal Choco Fills 144x30g IN', MRP-20, 1 cases shortage for Invoice# 938396064 dated 01/01/2026 Kindly suggest",INPRAKASMA1,2026-05-02 18:28:56,Closed,2026-01,Q1,1,Closed,,,,,,,1 CASES,,,,,,DC Issue,B929,L5 IN Bangalore City 2,7402251-20260102-104504,7402251,Intelligent Retail Private Limited,BI-Stock Shortages,938396064,,,Not Available,0,Missing,Not Available,Not Available,Not Available,Not Available,2026-01,Friday,1,False,True,True,True,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
6912092-20260101-195641,2026-01-01,South Branch,L5 IN Karnataka 3,B929,6912092,Intelligent Retail Private Limited,BI-Stock Shortages,Closed,GT Distributors,Lets,2026,Jan,,,,53490451DA; 52242814KBG; 52520455HAG; 53230451YA; 52303657,,295; 25; 120; 84; 1290,12609877 CERELAC STG 4 MU Dal Veg 24x300g ZS IN MRP 295 Batch 53490451DA QTY 2CS 12559338 MAGGI 2-MINN Spicy Garlic 96x62g N1 IN MRP 25 Batch 52242814KBG QTY 2CS 12595301 MAGGI Sauce NONG 24x485g N1 IN MRP 120 Batch 52520455HAG QTY 2CS 12619132 MILKMAID Doy Pack 64x190g IN MRP 84 Batch 53230451YA QTY2CS 13762810 NESCAFE GOLD Blend Int5 6x200g N4 IN MRP 1290 Batch 52303657 QTY 1CS TRANSIT SHORTAGE KA52A9173 LR NO: A173523,INPRAKASMA1,2026-05-02 18:28:56,Closed,2026-01,Q1,1,Closed,,,,,A173523,KA52A9173,2CS; 1CS,,,,,,Not a DC Issue,B929,L5 IN Karnataka 3,6912092-20260101-195641,6912092,Intelligent Retail Private Limited,BI-Stock Shortages,,53490451DA; 52242814KBG; 52520455HAG; 53230451YA; 52303657,,Not Available,0,Missing,Not Available,Not Available,Not Available,Not Available,2026-01,Thursday,1,True,True,False,True,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
5845138-20260530-132218,2026-05-30,South Branch,L5 IN Chennai Rural,C749,5845138,Iraivi Enterprises,BI-Stock Shortages,Pending,GT Distributors,Sakthi Jayavel Motors,2026,May,,974826203,12957459,,,25,inv no - 974826203 date- 22-5-26 vehicle no - tn18cz4626 sakthi jayavel motors 12957459  MRP 25 munch broenie 1 case Due,,,Pending,2026-05,Q2,1,Open / Pending,,,,,,TN18CZ4626,1 CASE,,,,,,DC Issue,C749,L5 IN Chennai Rural,5845138-20260530-132218,5845138,Iraivi Enterprises,BI-Stock Shortages,974826203,,,Not Available,1,Valid 8 Digit Code,IN C&C : Munch,CHOCOLATE,F&B,Exact Product Code Match,2026-05,Saturday,22,False,False,True,False,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
3878245-20260623-192541,2026-06-23,South Branch,L5 IN Chennai Rural,C749,3878245,Ishrath Traders,BI-Damages,Pending,GT Distributors,Sakthi Jayavel Motors,2026,Jun,,974830143,,,,,INVOICE NO: 974830143 RS.60 MAGGI 01 C/S FULLY DAMAGE ( INDIVIDUAL PACK FULLY TEARED ). STOCK RETURNED.,,,Pending,2026-06,Q2,1,Open / Pending,,,,,,,,,,,,,DC Issue,C749,L5 IN Chennai Rural,3878245-20260623-192541,3878245,Ishrath Traders,BI-Damages,974830143,,,Not Available,0,Missing,Not Available,Not Available,Not Available,Not Available,2026-06,Tuesday,26,False,True,True,True,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
3878245-20260609-162633,2026-06-09,South Branch,L5 IN Chennai Rural,C749,3878245,Ishrath Traders,BI-Stock Shortages,Pending,GT Distributors,Sakthi Jayavel Motors,2026,Jun,,974828304,,,,,Invoice date : 08/06/2026 Invoice No : 974828304 Rs-90 Maggi 2 min 16x420g pr rs.7 off IN 02 carton boxes not received.,,,Pending,2026-06,Q2,1,Open / Pending,,,,,,,,,,,,,DC Issue,C749,L5 IN Chennai Rural,3878245-20260609-162633,3878245,Ishrath Traders,BI-Stock Shortages,974828304,,,Not Available,0,Missing,Not Available,Not Available,Not Available,Not Available,2026-06,Tuesday,24,False,True,True,True,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
7256197-20260323-125110,2026-03-23,South Branch,L5 IN Chennai Rural,C749,7256197,Ishrath Traders,BI-Stock Shortages,Closed,GT Distributors,CCI Logistics Limited,2026,Mar,,974810007,12567446,53570453T1,PRE NAN IF TIN 15X400G DS520-2,710,INV  NO :974810007 INV DATE : 04/02/2026 PRODUCT NAME : PRE NAN IF TIN 15X400G DS520-2 PRODUCT CODE : 12567446 BATCH CODE : 53570453T1 HSN CODE : 1901 10 90 MRP : 710 SHORTAGE NOT RECIVED 3CS,INPRAKASMA1,2026-10-04 00:17:46,Closed,2026-03,Q1,1,Closed,,,,,,,3 CS,,,,,,DC Issue,C749,L5 IN Chennai Rural,7256197-20260323-125110,7256197,Ishrath Traders,BI-Stock Shortages,974810007,53570453T1,PRE NAN IF TIN 15X400G DS520-2,Not Available,1,Valid 8 Digit Code,IN NSB : Pre NAN,INFANT NUTRITION,NN,Exact Product Code Match,2026-03,Monday,13,False,False,False,False,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
6969839-20260419-112937,2026-04-19,South Branch,L5 IN Karnataka 2,B929,6969839,Itagi Associates,BI-Stock Shortages,Closed,GT Distributors,KKP Express,2026,Apr,,,,,,,Maggi 300gm invoice 46 cls recevied 44 c/s shortage 2c/s. INV NO;-938422323 INV DT- 17/4/26 GC NO;- 12395   DT- 16/4/26,INPRAKASMA1,2026-08-06 14:17:15,Closed,2026-04,Q2,1,Closed,,,,,,,2,,,,,,Not a DC Issue,B929,L5 IN Karnataka 2,6969839-20260419-112937,6969839,Itagi Associates,BI-Stock Shortages,,,,Not Available,0,Missing,Not Available,Not Available,Not Available,Not Available,2026-04,Sunday,16,True,True,True,True,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
6969839-20260105-110221,2026-01-05,South Branch,L5 IN Karnataka 2,B929,6969839,Itagi Associates,BI-Stock Shortages,Reopened,GT Distributors,Diptab Ventures Pvt ltd,2026,Jan,,,,,,100,TRANSIT SHORTAGES. MAGGI SPICY GARLIC 248GM (MRP RS 100/-) INVOICE 1C/S   SHORTAGE    1C/S. INV NO:- 938396365 INV DT:- 01/01/2026 L R NO:- A 173550 L R DT:- 1/1/2026,,,Reopened,2026-01,Q1,1,Open / Pending,,,,,,,1,,,,,,Not a DC Issue,B929,L5 IN Karnataka 2,6969839-20260105-110221,6969839,Itagi Associates,BI-Stock Shortages,,,,Not Available,0,Missing,Not Available,Not Available,Not Available,Not Available,2026-01,Monday,2,True,True,True,True,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
601172-20260328-102101,2026-03-28,South Branch,L5 IN Kerala 1,7793,601172,J & B Associates,BI-Stock Shortages,Closed,GT Distributors,DRIVER LOGISTICS LLP,2026,Mar,,1365360114,12614862,60500452CA; 605204517D,,,inv no1365360114 dtd27/03/26 mag mas450g pr rs 4 off product code13680299 batch code 60500452CA 1C/S SHORT. INV NO 1365360114 DTD 27/03/26 EVERYDAY 18G PRODUCTCODE 12614862 BATCH CODE 605204517D 7C/S SHORT. MAGGI MASALA 150G 1C/S EXCESS,INPRAKASMA1,2026-08-06 14:17:15,Closed,2026-03,Q1,1,Closed,,,,,,,,,,,,,DC Issue,7793,L5 IN Kerala 1,601172-20260328-102101,601172,J & B Associates,BI-Stock Shortages,1365360114,60500452CA; 605204517D,,Not Available,1,Valid 8 Digit Code,IN SSD : EveryDay DW,DAIRY,F&B,Exact Product Code Match,2026-03,Saturday,13,False,False,False,False,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
601172-20260323-092832,2026-03-23,South Branch,L5 IN Kerala 1,7793,601172,J & B Associates,BI-Stock Shortages,Closed,GT Distributors,Caspian Shipping & Logistics,2026,Mar,,1365359581,,,,,invoice no 1365359581 dtd 21/03/2026   . Rice adda  48 pcs free for coconut power 100gm not received.,INPRAKASMA1,2026-08-06 14:17:15,Closed,2026-03,Q1,1,Closed,,,,,,,48 PCS,,,,,,DC Issue,7793,L5 IN Kerala 1,601172-20260323-092832,601172,J & B Associates,BI-Stock Shortages,1365359581,,,Not Available,0,Missing,Not Available,Not Available,Not Available,Not Available,2026-03,Monday,13,False,True,True,True,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
601172-20260313-102802,2026-03-13,South Branch,L5 IN Kerala 1,7793,601172,J & B Associates,BI-Any other,Closed,GT Distributors,Caspian Shipping & Logistics,2026,Mar,,1365358650,,,,,Received 24 pcs of Nescafe Ice Roast 24x90 gm manufacturing dat jun 24 expiry date may 26. Received vide Inv no 1365358650 dtd 10/03/2026,INPRAKASMA1,2026-08-06 14:17:15,Closed,2026-03,Q1,1,Closed,,,,,,,24 PCS,,,,,,DC Issue,7793,L5 IN Kerala 1,601172-20260313-102802,601172,J & B Associates,BI-Any other,1365358650,,,Not Available,0,Missing,Not Available,Not Available,Not Available,Not Available,2026-03,Friday,11,False,True,True,True,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
7083713-20260605-125843,2026-06-05,South Branch,L5 IN Tamil Nadu 2,B744,7083713,J S Distributors,BI-Stock Shortages,Pending,GT Distributors,KKP Express,2026,Jun,,959180334,12566807,61171519TA,,,INVOICE NUMBER : 959180334 INVOICE DATE : 15-05-2026 PRODUCT CODE : 12566807 BATCH : 61171519TA SHORTAGE QTY : 1CS,,,Pending,2026-06,Q2,1,Open / Pending,,,,,,,1CS,,,,,,DC Issue,B744,L5 IN Tamil Nadu 2,7083713-20260605-125843,7083713,J S Distributors,BI-Stock Shortages,959180334,61171519TA,,Not Available,1,Valid 8 Digit Code,IN C&C : Nestle Milk Chocolate,CHOCOLATE,F&B,Exact Product Code Match,2026-06,Friday,23,False,False,False,False,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
7083713-20260605-130554,2026-06-05,South Branch,L5 IN Tamil Nadu 2,B744,7083713,J S Distributors,BI-Damages,Pending,GT Distributors,KKP Express,2026,Jun,,959183850,12608543,61280455RA,,,INVOICE NUMBER : 959183850 INVOICE DATE : 04-06-2026 PRODUCT CODE : 12608543 BATCH : 61280455RA INVOICE QTY : 4CS DAMAGE QTY : 3 EA,,,Pending,2026-06,Q2,1,Open / Pending,,,,,,,4CS; 3 EA,,,,,,DC Issue,B744,L5 IN Tamil Nadu 2,7083713-20260605-130554,7083713,J S Distributors,BI-Damages,959183850,61280455RA,,Not Available,1,Valid 8 Digit Code,IN CUL : Noodles,CULINARY,F&B,Exact Product Code Match,2026-06,Friday,23,False,False,False,False,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
7083713-20260605-131601,2026-06-05,South Branch,L5 IN Tamil Nadu 2,B744,7083713,J S Distributors,BI-Promo SKUs,Pending,GT Distributors,KKP Express,2026,Jun,,959180778,10584810,,,,"INVOICE NUMBER : 959180778 INVOICE DATE : 18-05-2026 PRODUCT CODE : 105848108 INVOICE QTY : 192EA SHORTAGE QTY : 96EA OF RICE ADA MISSING IN THAT INVOICE (ONLY 96EA OF RICE ADA  RECEIVED INSTED OF 192EA , AND 96EA MISSING)",,,Pending,2026-06,Q2,1,Open / Pending,,,,,,,192EA; 96EA,,,,,,DC Issue,B744,L5 IN Tamil Nadu 2,7083713-20260605-131601,7083713,J S Distributors,BI-Promo SKUs,959180778,,,Not Available,1,Valid 8 Digit Code,Not Available,Not Available,Not Available,Not Available,2026-06,Friday,23,False,False,True,True,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
7083713-20260227-170000,2026-02-27,South Branch,L5 IN Tamil Nadu 2,B744,7083713,J S Distributors,BI-Promo SKUs,Closed,GT Distributors,KKP Express,2026,Feb,,959162035,10604753,,408 PUZZLES ARE MISSING ON THAT,,INVOICE NO : 959162035 DATE : 20-02-2026 PRODUCT CODE : 106047530 408 PUZZLES ARE MISSING ON THAT INVOICE. IN THE BILL THE QTY WAS 1536 EA AND WE RECEIVED ONLY 1128 EA,INPRAKASMA1,2026-10-04 00:17:46,Closed,2026-02,Q1,1,Closed,,,,,,,1536 EA; 1128 EA,,,,,,Not a DC Issue,B744,L5 IN Tamil Nadu 2,7083713-20260227-170000,7083713,J S Distributors,BI-Promo SKUs,959162035,,408 PUZZLES ARE MISSING ON THAT,Not Available,1,Valid 8 Digit Code,Not Available,Not Available,Not Available,Not Available,2026-02,Friday,9,False,False,True,True,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
7083713-20260224-155852,2026-02-24,South Branch,L5 IN Tamil Nadu 2,B744,7083713,J S Distributors,BI-Stock Shortages,Reopened,GT Distributors,KKP Express,2026,Feb,,959161511,13680087,60380452CF,,,INVOICE NUMBER : 959161511 INVOICE DATE : 18-02-2026 PRODUCT CODE : 13680087 BATCH : 60380452CF INVOICE QTY : 18 SHORTAGE QTY : 1,,,Reopened,2026-02,Q1,1,Open / Pending,,,,,,,18; 1,,,,,,Not a DC Issue,B744,L5 IN Tamil Nadu 2,7083713-20260224-155852,7083713,J S Distributors,BI-Stock Shortages,959161511,60380452CF,,Not Available,1,Valid 8 Digit Code,IN CUL : Noodles,CULINARY,F&B,Exact Product Code Match,2026-02,Tuesday,9,False,False,False,False,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
7083713-20260224-160312,2026-02-24,South Branch,L5 IN Tamil Nadu 2,B744,7083713,J S Distributors,BI-Damages,Reopened,GT Distributors,KKP Express,2026,Feb,,959162037,12607972,60090453A7,,,INVOICE NUMBER : 959162037 INVOICE DATE : 20-02-2026 PRODUCT CODE : 12607972 BATCH : 60090453A7 INVOICE QTY : 1 CS SHORTAGE QTY : 3 EA,,,Reopened,2026-02,Q1,1,Open / Pending,,,,,,,1 CS; 3 EA,,,,,,Not a DC Issue,B744,L5 IN Tamil Nadu 2,7083713-20260224-160312,7083713,J S Distributors,BI-Damages,959162037,60090453A7,,Not Available,1,Valid 8 Digit Code,IN NSB : Cerelac 2,INFANT NUTRITION,NN,Exact Product Code Match,2026-02,Tuesday,9,False,False,False,False,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
7083713-20260224-160607,2026-02-24,South Branch,L5 IN Tamil Nadu 2,B744,7083713,J S Distributors,BI-Damages,Reopened,GT Distributors,KKP Express,2026,Feb,,959161511,12610593,535104515A,,,INVOICE NUMBER : 959161511 INVOICE DATE : 18-02-2026 PRODUCT CODE : 12610593 BATCH : 535104515A INVOICE QTY : 3 CS SHORTAGE QTY : 27 EA,,,Reopened,2026-02,Q1,1,Open / Pending,,,,,,,3 CS; 27 EA,,,,,,Not a DC Issue,B744,L5 IN Tamil Nadu 2,7083713-20260224-160607,7083713,J S Distributors,BI-Damages,959161511,535104515A,,Not Available,1,Valid 8 Digit Code,IN SSD : EveryDay DW,DAIRY,F&B,Exact Product Code Match,2026-02,Tuesday,9,False,False,False,False,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
7437394-20260415-131652,2026-04-15,South Branch,L5 IN Tamil Nadu 1,B744,7437394,Jai Agencies,BI-Damages,Closed,GT Distributors,J P Transport,2026,Apr,,959173867,12567336,,NESTLE MILO RTD,45,TRANSIT DAMAGE PRODUCT CODE:12567336 PRODUCT NAME: NESTLE MILO RTD MRP: 45 DAMAGE QTY: 1 CASE INVOICE NO: 959173867 INV DATE:14/04/2026 LRANSPORT DETAILS LR NO: TN76 V 6127 LR NAME:THIRUCHENDUR MURUGAN DATE:15/04/2026,INPRAKASMA1,2026-08-06 14:17:15,Closed,2026-04,Q2,1,Closed,,,,,TN76; NAME,TN76V6127,1 CASE,,,,,,DC Issue,B744,L5 IN Tamil Nadu 1,7437394-20260415-131652,7437394,Jai Agencies,BI-Damages,959173867,,NESTLE MILO RTD,Not Available,1,Valid 8 Digit Code,IN SSD : MILO RTD,DAIRY,F&B,Exact Product Code Match,2026-04,Wednesday,16,False,False,True,False,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
7541792-20260629-102033,2026-06-29,South Branch,L5 IN Andhrapradesh 2,2032,7541792,Jaiteja Agencies,BI-Stock Shortages,Pending,GT Distributors,0,2026,Jun,,,12607947,61370453A8,CERELAC STG2 khichidi 24x300g ZS IN,,SHORTAGE 1 (Case-24Pcs) Product name:CERELAC STG2 khichidi 24x300g ZS IN Product code: 12607947 B.Code:61370453A8,,,Pending,2026-06,Q2,1,Open / Pending,,,,,,,1,,,,,,DC Issue,2032,L5 IN Andhrapradesh 2,7541792-20260629-102033,7541792,Jaiteja Agencies,BI-Stock Shortages,,61370453A8,CERELAC STG2 khichidi 24x300g ZS IN,Not Available,1,Valid 8 Digit Code,IN NSB : Cerelac 2,INFANT NUTRITION,NN,Exact Product Code Match,2026-06,Monday,27,True,False,False,False,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
7541792-20260514-093423,2026-05-14,South Branch,L5 IN Andhrapradesh 2,2032,7541792,Jaiteja Agencies,BI-Any other,Pending,GT Distributors,Jurigari Private Limited,2026,May,,,13678473,6092281AA,,,"invioce no 1099849853 dt 09/05/26, product code 13678473, batch no 6092281AA, MAGGI 2MIN NDLS MASALA CHAIN 108*25G IN - 1 CASE (108PCS)",,,Pending,2026-05,Q2,1,Open / Pending,,,,,,,1 CASE; 108 PCS,,,,,,DC Issue,2032,L5 IN Andhrapradesh 2,7541792-20260514-093423,7541792,Jaiteja Agencies,BI-Any other,,6092281AA,,Not Available,1,Valid 8 Digit Code,IN CUL : Noodles,CULINARY,F&B,Exact Product Code Match,2026-05,Thursday,20,True,False,False,False,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
7541792-20260514-093759,2026-05-14,South Branch,L5 IN Andhrapradesh 2,2032,7541792,Jaiteja Agencies,BI-Any other,Pending,GT Distributors,Jurigari Private Limited,2026,May,,1099849853,13680087,60800452CF,,,"INVOICE NO 1099849853 DT 9/5/26, PRODUCT CODE 13680087 BATCH NO 60800452CF, MAGGI 2 MINN MAS 24*300GRS 2 OFF IN Z237-377 46, 1 CASE (24PCS)",,,Pending,2026-05,Q2,1,Open / Pending,,,,,,,1 CASE; 24 PCS,,,,,,DC Issue,2032,L5 IN Andhrapradesh 2,7541792-20260514-093759,7541792,Jaiteja Agencies,BI-Any other,1099849853,60800452CF,,Not Available,1,Valid 8 Digit Code,IN CUL : Noodles,CULINARY,F&B,Exact Product Code Match,2026-05,Thursday,20,False,False,False,False,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
7541792-20260421-123343,2026-04-21,South Branch,L5 IN Andhrapradesh 2,2032,7541792,Jaiteja Agencies,BI-Stock Shortages,Closed,GT Distributors,Transit Shortage,2026,Apr,,,12584920; 12585176,60940451za,,,"product code 12584920, b code60940451za, product name milk maid scm eoe tin 48*380gms, short quantity-1 case(48), product code 12585176, bat code 60840453l1, product name LACTOGEN 3-1, shartage 1 case (24pcs)",INPRAKASMA1,2026-03-07 19:56:45,Closed,2026-04,Q2,1,Closed,,,,,,,1 case,,,,,,Not a DC Issue,2032,L5 IN Andhrapradesh 2,7541792-20260421-123343,7541792,Jaiteja Agencies,BI-Stock Shortages,,60940451za,,Not Available,2,Multiple 8 Digit Codes,IN SSD : Milkmaid SCM | IN NSB : Lactogen 3,DAIRY | INFANT NUTRITION,F&B | NN,Exact Product Code Match,2026-04,Tuesday,17,True,False,False,False,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
7541792-20260217-204009,2026-02-17,South Branch,L5 IN Andhrapradesh 2,2032,7541792,Jaiteja Agencies,BI-Stock Shortages,Closed,GT Distributors,Glovis India Private Limited,2026,Feb,,1099835916,,,,,"INV. no. 1099835916, 13/02/2026,TS 02 UD 4148, GLOVIS NESTUM RICE - MRP .175/- 2 CASES SHORT , DRIVER TAKEN BACK TO DC, MAGGI 560 GM - 116 MRP , 1 CASE EXCESS",INPRAKASMA1,2026-10-04 00:17:46,Closed,2026-02,Q1,1,Closed,,,,,,TS02UD4148,2 CASES; 1 CASE,,,,,,DC Issue,2032,L5 IN Andhrapradesh 2,7541792-20260217-204009,7541792,Jaiteja Agencies,BI-Stock Shortages,1099835916,,,Not Available,0,Missing,Not Available,Not Available,Not Available,Not Available,2026-02,Tuesday,8,False,True,True,True,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
7329921-20260629-125426,2026-06-29,South Branch,L5 IN Tamil Nadu 3,B744,7329921,Jaya Traders,BI-Stock Shortages,Pending,GT Distributors,KKP Express,2026,Jun,,959187470,10527353,B05269L,,,INVOICE NO:959187470 INVOICE DATE:26/06/2026 PRODUCT CODE:105273536 BATCH CODE:B05269L BRITANNIA MB 66G - 60 PIECE NOT RECEIVED,,,Pending,2026-06,Q2,1,Open / Pending,,,,,,,60 PIECE,,,,,,DC Issue,B744,L5 IN Tamil Nadu 3,7329921-20260629-125426,7329921,Jaya Traders,BI-Stock Shortages,959187470,B05269L,,Not Available,1,Valid 8 Digit Code,Not Available,Not Available,Not Available,Not Available,2026-06,Monday,27,False,False,False,True,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
7329921-20260509-125051,2026-05-09,South Branch,L5 IN Tamil Nadu 3,B744,7329921,Jaya Traders,BI-Damages,Reopened,GT Distributors,Delhi Punjab Roadlines,2026,May,,959178906,12608551,61050455LA,,,INVOICE NO:959178906 INVOICE DATE:07/05/2026 PRODUCT CODE:12608551 BATCH CODE:61050455LA MAGGI 12*600G -116 MRP DAMEGED=1 PIECE,,,Reopened,2026-05,Q2,1,Open / Pending,,,,,,,1 PIECE,,,,,,Not a DC Issue,B744,L5 IN Tamil Nadu 3,7329921-20260509-125051,7329921,Jaya Traders,BI-Damages,959178906,61050455LA,,Not Available,1,Valid 8 Digit Code,IN CUL : Noodles,CULINARY,F&B,Exact Product Code Match,2026-05,Saturday,19,False,False,False,False,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
5144802-20260404-113758,2026-04-04,South Branch,L5 IN Tamil Nadu 1,B744,5144802,Jayasoundar Agency,BI-Stock Shortages,Closed,GT Distributors,Chakradhara Aerospace And Cargo,2026,Apr,,,,,,,"As per Inv no.959171336, shortage 2 cases of  12628829 MAGGI 2-MINN Masala 96x95g NR IN. As per Inv no.959171338, shortage of 2 cases of 12628829 MAGGI 2-MINN Masala 96x95g NR IN",INPRAKASMA1,2026-08-06 14:17:15,Closed,2026-04,Q2,1,Closed,,,,,,,2 case,,,,,,DC Issue,B744,L5 IN Tamil Nadu 1,5144802-20260404-113758,5144802,Jayasoundar Agency,BI-Stock Shortages,,,,Not Available,0,Missing,Not Available,Not Available,Not Available,Not Available,2026-04,Saturday,14,True,True,True,True,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
6630974-20260510-070738,2026-05-10,South Branch,L5 IN Chennai Rural,C749,6630974,Jehovah Distributors,BI-Stock Shortages,Pending,GT Distributors,CCI Logistics Limited,2026,May,,974824231,,,,,Invoice No - 974824231dt 8th MAY Kitkat 30/- : 1cs Shortage in van. We didnt rcv stocks,,,Pending,2026-05,Q2,1,Open / Pending,,,,,,,1 CS,,,,,,DC Issue,C749,L5 IN Chennai Rural,6630974-20260510-070738,6630974,Jehovah Distributors,BI-Stock Shortages,974824231,,,Not Available,0,Missing,Not Available,Not Available,Not Available,Not Available,2026-05,Sunday,19,False,True,True,True,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
6630974-20260510-070856,2026-05-10,South Branch,L5 IN Chennai Rural,C749,6630974,Jehovah Distributors,BI-Stock Shortages,Pending,GT Distributors,CCI Logistics Limited,2026,May,,974824230,,,,,"Invoice No 974824230 dt 8th May 2026 Nescafe SR stabilo 200g 1cs Shortage in vehicle , we didnt rcv stock",,,Pending,2026-05,Q2,1,Open / Pending,,,,,,,1 CS,,,,,,DC Issue,C749,L5 IN Chennai Rural,6630974-20260510-070856,6630974,Jehovah Distributors,BI-Stock Shortages,974824230,,,Not Available,0,Missing,Not Available,Not Available,Not Available,Not Available,2026-05,Sunday,19,False,True,True,True,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
6630974-20260510-071051,2026-05-10,South Branch,L5 IN Chennai Rural,C749,6630974,Jehovah Distributors,BI-Stock Shortages,Pending,GT Distributors,CCI Logistics Limited,2026,May,,974824223,,,,,Invoice No - 974824223 dt 8th May Maggi 150g 30/- : 24cs Maggi 75g 15/- : 8cs Short while unload from DC vehicle. We didnt rcv the above stocks,,,Pending,2026-05,Q2,1,Open / Pending,,,,,,,24 CS; 8 CS,,,,,,DC Issue,C749,L5 IN Chennai Rural,6630974-20260510-071051,6630974,Jehovah Distributors,BI-Stock Shortages,974824223,,,Not Available,0,Missing,Not Available,Not Available,Not Available,Not Available,2026-05,Sunday,19,False,True,True,True,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
6630974-20260510-071446,2026-05-10,South Branch,L5 IN Chennai Rural,C749,6630974,Jehovah Distributors,BI-Stock Shortages,Pending,GT Distributors,CCI Logistics Limited,2026,May,,974824216,,,,,Invoice no - 974824216 dt 8th May Sunrise 2/- 8 bag (8 X 156pc) Sunrise 5/- 1 bag (1 X 60pc) Sunrise 10/- 4 bag (4 x 48pc) The above stocks short while we rcv cases. Most of the cartons are damage & Opened condition we rcvd,,,Pending,2026-05,Q2,1,Open / Pending,,,,,,,156 PC; 60 PC; 48 PC,,,,,,DC Issue,C749,L5 IN Chennai Rural,6630974-20260510-071446,6630974,Jehovah Distributors,BI-Stock Shortages,974824216,,,Not Available,0,Missing,Not Available,Not Available,Not Available,Not Available,2026-05,Sunday,19,False,True,True,True,False,Valid,,Final OTR Data.xlsx + Secondary OTR issue(1).xlsx,Sheet1
