Ticket Number,Ticket_Date,Invoice_Number,Product_Code_Extracted,Batch_Code,Distributor_Code,Distributor_Name,DC,Current_Status,VTA_VTR_Match_Status,Reconciliation_Remarks
601034-20260620-124852,2026-06-20,974827023; 974827024,12612451; 14514842,61390454C1; 61290453J3,601034,Bhanu Agencies,C749,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7301189-20260525-120401,2026-05-25,1365805076,12608496,61132814TA,7301189,Bhanu Trading,C963,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7301189-20260518-153106,2026-05-18,1365803604,,,7301189,Bhanu Trading,C963,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7301189-20260518-153529,2026-05-18,1365802021,12607462,,7301189,Bhanu Trading,C963,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7301189-20260518-153615,2026-05-18,1365803892,12602710,,7301189,Bhanu Trading,C963,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
2514206-20260430-111033,2026-04-30,1365362181,12623842,60390453A1,2514206,Bismillah Enterprises,7793,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6077575-20260630-141256,2026-06-30,1366100947,,,6077575,Blitzhaus Pet Mart.,D915,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6077575-20260630-141622,2026-06-30,1366100947,,,6077575,Blitzhaus Pet Mart.,D915,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6077575-20260629-151132,2026-06-29,938436479; 938436480,,,6077575,Blitzhaus Pet Mart.,B929,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6077575-20260624-152200,2026-06-24,1366100746,,,6077575,Blitzhaus Pet Mart.,D915,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6077575-20260619-121704,2026-06-19,1366100487,,,6077575,Blitzhaus Pet Mart.,D915,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6077575-20260619-121832,2026-06-19,1366100487,,,6077575,Blitzhaus Pet Mart.,D915,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6077575-20260602-150817,2026-06-02,1099853453,12618907,,6077575,Blitzhaus Pet Mart.,2032,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6077575-20260526-154623,2026-05-26,938429311,,,6077575,Blitzhaus Pet Mart.,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6077575-20260512-132303,2026-05-12,1099850159,12518405; 12518388,,6077575,Blitzhaus Pet Mart.,2032,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6077575-20260512-133145,2026-05-12,1099850160,12353192; 12518389; 12564739; 12400230,,6077575,Blitzhaus Pet Mart.,2032,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6077575-20260505-131032,2026-05-05,1099848489,12353192,,6077575,Blitzhaus Pet Mart.,2032,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6077575-20260428-133438,2026-04-28,1099843727,12581838,,6077575,Blitzhaus Pet Mart.,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6077575-20260428-133609,2026-04-28,1099845046,12353192,,6077575,Blitzhaus Pet Mart.,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6077575-20260428-133757,2026-04-28,1099845837,12400230; 12353192,,6077575,Blitzhaus Pet Mart.,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6077575-20260428-134006,2026-04-28,1099847752,12353192,,6077575,Blitzhaus Pet Mart.,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6077575-20260325-121805,2026-03-25,1099842242,,,6077575,Blitzhaus Pet Mart.,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6077575-20260325-121824,2026-03-25,1099842242,,,6077575,Blitzhaus Pet Mart.,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6077575-20260318-123719,2026-03-18,1099840793,,,6077575,Blitzhaus Pet Mart.,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6077575-20260313-164414,2026-03-13,1099839858,,,6077575,Blitzhaus Pet Mart.,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6077575-20260310-131851,2026-03-10,1099838238,,,6077575,Blitzhaus Pet Mart.,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6077575-20260228-144435,2026-02-28,1099838096,,,6077575,Blitzhaus Pet Mart.,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6077575-20260227-111013,2026-02-27,1099837559,,,6077575,Blitzhaus Pet Mart.,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6077575-20260227-112206,2026-02-27,1099837413,,,6077575,Blitzhaus Pet Mart.,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6077575-20260217-181717,2026-02-17,1099836434,,,6077575,Blitzhaus Pet Mart.,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6077575-20260211-175234,2026-02-11,1099834513,,,6077575,Blitzhaus Pet Mart.,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6077575-20260211-175503,2026-02-11,1099833511,,,6077575,Blitzhaus Pet Mart.,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6077575-20260211-175635,2026-02-11,1099833563,,,6077575,Blitzhaus Pet Mart.,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6077575-20260211-175710,2026-02-11,1099833104,,,6077575,Blitzhaus Pet Mart.,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6077575-20260211-175857,2026-02-11,1099832391,,,6077575,Blitzhaus Pet Mart.,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6077575-20260124-115342,2026-01-24,1099832535,,,6077575,Blitzhaus Pet Mart.,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6077575-20260113-115610,2026-01-13,1099830617,,,6077575,Blitzhaus Pet Mart.,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6077575-20260113-115741,2026-01-13,1099830616,,,6077575,Blitzhaus Pet Mart.,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6077575-20260108-173359,2026-01-08,1099829756,,,6077575,Blitzhaus Pet Mart.,2032,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7209162-20260523-123940,2026-05-23,,,,7209162,Blue Dog Imports Private Limited,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6967310-20260502-095331,2026-05-02,1365803719,,,6967310,BSN Links,C963,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6967310-20260502-095604,2026-05-02,1365803412,,,6967310,BSN Links,C963,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6967310-20260502-095755,2026-05-02,1365803082,,,6967310,BSN Links,C963,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6967310-20260502-100214,2026-05-02,1365803229,,,6967310,BSN Links,C963,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6967310-20260416-124001,2026-04-16,1365802615,,,6967310,BSN Links,C963,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6967310-20260416-124824,2026-04-16,1365802419,,,6967310,BSN Links,C963,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
6967310-20260416-125341,2026-04-16,1365801845,,,6967310,BSN Links,C963,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7087765-20260625-172640,2026-06-25,1365802836,12616560,,7087765,C J THOMAS & CO,C963,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7087765-20260516-123908,2026-05-16,"1365801900, 1365802405, 1365802836",,,7087765,C J THOMAS & CO,C963,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7087765-20260326-124801,2026-03-26,"1365800796, 1365801448",13680087,,7087765,C J THOMAS & CO,C963,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7016001-20260425-140222,2026-04-25,,12601916; 14397512,,7016001,Crescent Agencies,B744,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
3068405-20260425-111248,2026-04-25,938423947,12595301,,3068405,D V Janardhana Setty & Son,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
3068405-20260223-180550,2026-02-23,922468966; 922469691,,52370454C1; 52460454C1; 52760454C1,3068405,D V Janardhana Setty & Son,B929,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7463388-20260526-161342,2026-05-26,959181767,,,7463388,Deluxe Traders,B744,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7463388-20260508-180157,2026-05-08,959178339,12623239,521004515A,7463388,Deluxe Traders,B744,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7463388-20260429-142234,2026-04-29,959176931,13776790,,7463388,Deluxe Traders,B744,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7463388-20260225-133742,2026-02-25,959162453,12615905,60110452WA,7463388,Deluxe Traders,B744,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7463388-20260129-151026,2026-01-29,959156222,14118476,5356T246C,7463388,Deluxe Traders,B744,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
7463388-20260129-151228,2026-01-29,959153114,12608496; 13679901,53580452CF; 53640452BA,7463388,Deluxe Traders,B744,Closed,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601086-20260606-125448,2026-06-06,,,60860452JA,601086,Deva Trading Company,C749,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601086-20260602-112617,2026-06-02,,,60986763LA,601086,Deva Trading Company,C749,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601086-20260512-113746,2026-05-12,,12359005,60350452VA,601086,Deva Trading Company,C749,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
601086-20260509-165427,2026-05-09,974809720,,53233657,601086,Deva Trading Company,C749,Pending,Source Not Available,No VTA/VTR reconciled workbook was supplied in this upload; no unsupported match was fabricated.
